Accession,Character,Value
CLEAR_WHITE_515,Species,aestivum
CLEAR_WHITE_YR5_YR15_2NS_GPC_LR34,Species,aestivum
CLEMENS,Hardness,S
CLEMENS,Growth habit,W
CLEMENS,Color,R
CLEMENS,Species,aestivum
CLEMSON201,Hardness,S
CLEMSON201,Growth habit,W
CLEMSON201,Color,R
CLEMSON201,Species,aestivum
CLEOPATRA,Growth habit,S
CLEOPATRA,Species,aestivum
CLOCHES32,Growth habit,W
CLOCHES32,Rht-B1b,A
CLOCHES32,Rht-D1b,A
CLOCHES32,Ppd-D1a,A
CLOCHES32,Species,aestivum
CLUJ50-2490,Growth habit,S
CLUJ50-2490,Awned,N
CLUJ50-2490,Rht-B1b,A
CLUJ50-2490,Rht-D1b,A
CLUJ50-2490,Ppd-D1a,A
CLUJ50-2490,Species,aestivum
CM15683-2S-13S-OS,Growth habit,S
CM15683-2S-13S-OS,Awned,A
CM15683-2S-13S-OS,Rht-B1b,P
CM15683-2S-13S-OS,Rht-D1b,P
CM15683-2S-13S-OS,Ppd-D1a,A
CM15683-2S-13S-OS,Species,aestivum
CM19742-D-5Y-1M-2Y-2Y,Growth habit,S
CM19742-D-5Y-1M-2Y-2Y,Rht-D1b,P
CM19742-D-5Y-1M-2Y-2Y,Species,durum
CM1_1,Growth habit,S
CM1_1,Species,aestivum
CM1_10,Growth habit,S
CM1_10,Species,durum
CM1_11,Growth habit,S
CM1_11,Species,aestivum
CM1_12,Growth habit,S
CM1_12,Species,aestivum
CM1_13,Growth habit,S
CM1_13,Species,aestivum
CM1_14,Growth habit,S
CM1_14,Species,aestivum
CM1_15,Growth habit,S
CM1_15,Species,aestivum
CM1_16,Growth habit,S
CM1_16,Species,aestivum
CM1_17,Growth habit,S
CM1_17,Species,aestivum
CM1_18,Growth habit,S
CM1_18,Species,aestivum
CM1_19,Growth habit,S
CM1_19,Species,aestivum
CM1_2,Growth habit,S
CM1_2,Species,aestivum
CM1_20,Growth habit,S
CM1_20,Species,aestivum
CM1_21,Growth habit,S
CM1_21,Species,aestivum
CM1_22,Growth habit,S
CM1_22,Species,aestivum
CM1_23,Growth habit,S
CM1_23,Species,aestivum
CM1_24,Growth habit,S
CM1_24,Species,aestivum
CM1_25,Growth habit,S
CM1_25,Species,aestivum
CM1_26,Growth habit,S
CM1_26,Species,aestivum
CM1_27,Growth habit,S
CM1_27,Species,aestivum
CM1_28,Growth habit,S
CM1_28,Species,aestivum
CM1_29,Growth habit,S
CM1_29,Species,aestivum
CM1_3,Growth habit,S
CM1_3,Species,aestivum
CM1_30,Growth habit,S
CM1_30,Species,aestivum
CM1_31,Growth habit,S
CM1_31,Species,aestivum
CM1_32,Growth habit,S
CM1_32,Species,aestivum
CM1_33,Growth habit,S
CM1_33,Species,aestivum
CM1_34,Growth habit,S
CM1_34,Species,aestivum
CM1_35,Growth habit,S
CM1_35,Species,aestivum
CM1_36,Growth habit,S
CM1_36,Species,aestivum
CM1_37,Growth habit,S
CM1_37,Species,aestivum
CM1_38,Growth habit,S
CM1_38,Species,aestivum
CM1_39,Growth habit,S
CM1_39,Species,aestivum
CM1_4,Growth habit,S
CM1_4,Species,aestivum
CM1_40,Growth habit,S
CM1_40,Species,aestivum
CM1_41,Growth habit,S
CM1_41,Species,aestivum
CM1_42,Growth habit,S
CM1_42,Species,aestivum
CM1_43,Growth habit,S
CM1_43,Species,aestivum
CM1_44,Growth habit,S
CM1_44,Species,aestivum
CM1_45,Growth habit,S
CM1_45,Species,aestivum
CM1_46,Growth habit,S
CM1_46,Species,aestivum
CM1_47,Growth habit,S
CM1_47,Species,aestivum
CM1_48,Growth habit,S
CM1_48,Species,aestivum
CM1_49,Growth habit,S
CM1_49,Species,aestivum
CM1_5,Growth habit,S
CM1_5,Species,aestivum
CM1_50,Growth habit,S
CM1_50,Species,aestivum
CM1_51,Growth habit,S
CM1_51,Species,aestivum
CM1_52,Growth habit,S
CM1_52,Species,aestivum
CM1_53,Growth habit,S
CM1_53,Species,aestivum
CM1_54,Growth habit,S
CM1_54,Species,aestivum
CM1_55,Growth habit,S
CM1_55,Species,aestivum
CM1_56,Growth habit,S
CM1_56,Species,aestivum
CM1_57,Growth habit,S
CM1_57,Species,aestivum
CM1_58,Growth habit,S
CM1_58,Species,aestivum
CM1_59,Growth habit,S
CM1_59,Species,aestivum
CM1_6,Growth habit,S
CM1_6,Species,aestivum
CM1_60,Growth habit,S
CM1_60,Species,aestivum
CM1_61,Growth habit,S
CM1_61,Species,aestivum
CM1_62,Growth habit,S
CM1_62,Species,aestivum
CM1_63,Growth habit,S
CM1_63,Species,aestivum
CM1_64,Growth habit,S
CM1_64,Species,aestivum
CM1_65,Growth habit,S
CM1_65,Species,aestivum
CM1_66,Growth habit,S
CM1_66,Species,aestivum
CM1_67,Growth habit,S
CM1_67,Species,aestivum
CM1_68,Growth habit,S
CM1_68,Species,aestivum
CM1_69,Growth habit,S
CM1_69,Species,aestivum
CM1_7,Growth habit,S
CM1_7,Species,aestivum
CM1_70,Growth habit,S
CM1_70,Species,aestivum
CM1_71,Growth habit,S
CM1_71,Species,aestivum
CM1_72,Growth habit,S
CM1_72,Species,aestivum
CM1_73,Growth habit,S
CM1_73,Species,aestivum
CM1_74,Growth habit,S
CM1_74,Species,aestivum
CM1_75,Growth habit,S
CM1_75,Species,aestivum
CM1_76,Growth habit,S
CM1_76,Species,aestivum
CM1_77,Growth habit,S
CM1_77,Species,aestivum
CM1_78,Growth habit,S
CM1_78,Species,aestivum
CM1_79,Growth habit,S
CM1_79,Species,aestivum
CM1_8,Growth habit,S
CM1_8,Species,aestivum
CM1_80,Growth habit,S
CM1_80,Species,aestivum
CM1_81,Growth habit,S
CM1_81,Species,aestivum
CM1_82,Growth habit,S
CM1_82,Species,aestivum
CM1_83,Growth habit,S
CM1_83,Species,aestivum
CM1_84,Growth habit,S
CM1_84,Species,aestivum
CM1_85,Growth habit,S
CM1_85,Species,aestivum
CM1_86,Growth habit,S
CM1_86,Species,aestivum
CM1_87,Growth habit,S
CM1_87,Species,aestivum
CM1_88,Growth habit,S
CM1_88,Species,aestivum
CM1_89,Growth habit,S
CM1_89,Species,aestivum
CM1_9,Growth habit,S
CM1_9,Species,aestivum
CM1_90,Growth habit,S
CM1_90,Species,aestivum
CM1_91,Growth habit,S
CM1_91,Species,aestivum
CM1_92,Growth habit,S
CM1_92,Species,aestivum
CM1_93,Growth habit,S
CM1_93,Species,aestivum
CM1_94,Growth habit,S
CM1_94,Species,aestivum
CM2281-13M-1Y-3M-1Y-1M-OY,Growth habit,S
CM2281-13M-1Y-3M-1Y-1M-OY,Awned,A
CM2281-13M-1Y-3M-1Y-1M-OY,Rht-B1b,P
CM2281-13M-1Y-3M-1Y-1M-OY,Rht-D1b,A
CM2281-13M-1Y-3M-1Y-1M-OY,Ppd-D1a,P
CM2281-13M-1Y-3M-1Y-1M-OY,Species,aestivum
CM23091-1M-2Y-OY,Growth habit,S
CM23091-1M-2Y-OY,Awned,A
CM23091-1M-2Y-OY,Rht-B1b,P
CM23091-1M-2Y-OY,Rht-D1b,A
CM23091-1M-2Y-OY,Ppd-D1a,P
CM23091-1M-2Y-OY,Species,aestivum
CM26599-2T-1Y-1M-1Y-OAP,Growth habit,S
CM26599-2T-1Y-1M-1Y-OAP,Awned,A
CM26599-2T-1Y-1M-1Y-OAP,Rht-B1b,P
CM26599-2T-1Y-1M-1Y-OAP,Rht-D1b,A
CM26599-2T-1Y-1M-1Y-OAP,Ppd-D1a,P
CM26599-2T-1Y-1M-1Y-OAP,Species,aestivum
CM2_1,Growth habit,S
CM2_1,Species,aestivum
CM2_10,Growth habit,S
CM2_10,Species,aestivum
CM2_11,Growth habit,S
CM2_11,Species,aestivum
CM2_12,Growth habit,S
CM2_12,Species,aestivum
CM2_13,Growth habit,S
CM2_13,Species,aestivum
CM2_14,Growth habit,S
CM2_14,Species,aestivum
CM2_15,Growth habit,S
CM2_15,Species,aestivum
CM2_16,Growth habit,S
CM2_16,Species,aestivum
CM2_17,Growth habit,S
CM2_17,Species,aestivum
CM2_18,Growth habit,S
CM2_18,Species,aestivum
CM2_19,Growth habit,S
CM2_19,Species,aestivum
CM2_2,Growth habit,S
CM2_2,Species,aestivum
CM2_20,Growth habit,S
CM2_20,Species,aestivum
CM2_21,Growth habit,S
CM2_21,Species,aestivum
CM2_22,Growth habit,S
CM2_22,Species,aestivum
CM2_23,Growth habit,S
CM2_23,Species,aestivum
CM2_24,Growth habit,S
CM2_24,Species,aestivum
CM2_25,Growth habit,S
CM2_25,Species,aestivum
CM2_26,Growth habit,S
CM2_26,Species,aestivum
CM2_27,Growth habit,S
CM2_27,Species,aestivum
CM2_29,Growth habit,S
CM2_29,Species,aestivum
CM2_3,Growth habit,S
CM2_3,Species,aestivum
CM2_30,Growth habit,S
CM2_30,Species,aestivum
CM2_31,Growth habit,S
CM2_31,Species,aestivum
CM2_32,Growth habit,S
CM2_32,Species,aestivum
CM2_33,Growth habit,S
CM2_33,Species,aestivum
CM2_34,Growth habit,S
CM2_34,Species,aestivum
CM2_35,Growth habit,S
CM2_35,Species,aestivum
CM2_36,Growth habit,S
CM2_36,Species,aestivum
CM2_37,Growth habit,S
CM2_37,Species,aestivum
CM2_38,Growth habit,S
CM2_38,Species,aestivum
CM2_39,Growth habit,S
CM2_39,Species,aestivum
CM2_4,Growth habit,S
CM2_4,Species,aestivum
CM2_40,Growth habit,S
CM2_40,Species,aestivum
CM2_41,Growth habit,S
CM2_41,Species,aestivum
CM2_42,Growth habit,S
CM2_42,Species,aestivum
CM2_43,Growth habit,S
CM2_43,Species,aestivum
CM2_44,Growth habit,S
CM2_44,Species,aestivum
CM2_46,Growth habit,S
CM2_46,Species,aestivum
CM2_47,Growth habit,S
CM2_47,Species,aestivum
CM2_49,Growth habit,S
CM2_49,Species,aestivum
CM2_5,Growth habit,S
CM2_5,Species,aestivum
CM2_50,Growth habit,S
CM2_50,Species,aestivum
CM2_51,Growth habit,S
CM2_51,Species,aestivum
CM2_52,Growth habit,S
CM2_52,Species,aestivum
CM2_53,Growth habit,S
CM2_53,Species,aestivum
CM2_54,Growth habit,S
CM2_54,Species,aestivum
CM2_55,Growth habit,S
CM2_55,Species,aestivum
CM2_57,Growth habit,S
CM2_57,Species,aestivum
CM2_58,Growth habit,S
CM2_58,Species,aestivum
CM2_59,Growth habit,S
CM2_59,Species,aestivum
CM2_60,Growth habit,S
CM2_60,Species,aestivum
CM2_61,Growth habit,S
CM2_61,Species,aestivum
CM2_62,Growth habit,S
CM2_62,Species,aestivum
CM2_63,Growth habit,S
CM2_63,Species,aestivum
CM2_64,Growth habit,S
CM2_64,Species,aestivum
CM2_65,Growth habit,S
CM2_65,Species,aestivum
CM2_66,Growth habit,S
CM2_66,Species,aestivum
CM2_67,Growth habit,S
CM2_67,Species,aestivum
CM2_69,Growth habit,S
CM2_69,Species,aestivum
CM2_7,Growth habit,S
CM2_7,Species,aestivum
CM2_70,Growth habit,S
CM2_70,Species,aestivum
CM2_71,Growth habit,S
CM2_71,Species,aestivum
CM2_72,Growth habit,S
CM2_72,Species,aestivum
CM2_73,Growth habit,S
CM2_73,Species,aestivum
CM2_74,Growth habit,S
CM2_74,Species,aestivum
CM2_75,Growth habit,S
CM2_75,Species,aestivum
CM2_76,Growth habit,S
CM2_76,Species,aestivum
CM2_77,Growth habit,S
CM2_77,Species,aestivum
CM2_78,Growth habit,S
CM2_78,Species,aestivum
CM2_79,Growth habit,S
CM2_79,Species,aestivum
CM2_8,Growth habit,S
CM2_8,Species,aestivum
CM2_80,Growth habit,S
CM2_80,Species,aestivum
CM2_81,Growth habit,S
CM2_81,Species,aestivum
CM2_82,Growth habit,S
CM2_82,Species,aestivum
CM2_83,Growth habit,S
CM2_83,Species,aestivum
CM2_84,Growth habit,S
CM2_84,Species,aestivum
CM2_85,Growth habit,S
CM2_85,Species,aestivum
CM2_86,Growth habit,S
CM2_86,Species,aestivum
CM2_87,Growth habit,S
CM2_87,Species,aestivum
CM2_88,Growth habit,S
CM2_88,Species,aestivum
CM2_89,Growth habit,S
CM2_89,Species,aestivum
CM2_9,Growth habit,S
CM2_9,Species,aestivum
CM2_90,Growth habit,S
CM2_90,Species,aestivum
CM2_91,Growth habit,S
CM2_91,Species,aestivum
CM2_92,Growth habit,S
CM2_92,Species,aestivum
CM2_93,Growth habit,S
CM2_93,Species,aestivum
CM2_94,Growth habit,S
CM2_94,Species,aestivum
CM32285-3S-4AP-OAP,Growth habit,S
CM32285-3S-4AP-OAP,Awned,A
CM32285-3S-4AP-OAP,Rht-B1b,A
CM32285-3S-4AP-OAP,Rht-D1b,A
CM32285-3S-4AP-OAP,Ppd-D1a,P
CM32285-3S-4AP-OAP,Species,aestivum
CM32973-2AP-3AP-OAP,Growth habit,S
CM32973-2AP-3AP-OAP,Awned,A
CM32973-2AP-3AP-OAP,Rht-B1b,A
CM32973-2AP-3AP-OAP,Rht-D1b,A
CM32973-2AP-3AP-OAP,Ppd-D1a,A
CM32973-2AP-3AP-OAP,Species,aestivum
CM39714-5S-2AP-OAP,Growth habit,S
CM39714-5S-2AP-OAP,Awned,A
CM39714-5S-2AP-OAP,Rht-B1b,P
CM39714-5S-2AP-OAP,Rht-D1b,P
CM39714-5S-2AP-OAP,Ppd-D1a,A
CM39714-5S-2AP-OAP,Species,aestivum
CM3_1,Growth habit,S
CM3_1,Species,aestivum
CM3_10,Growth habit,S
CM3_10,Species,aestivum
CM3_11,Growth habit,S
CM3_11,Species,aestivum
CM3_14,Growth habit,S
CM3_14,Species,aestivum
CM3_15,Growth habit,S
CM3_15,Species,aestivum
CM3_16,Growth habit,S
CM3_16,Species,aestivum
CM3_17,Growth habit,S
CM3_17,Species,aestivum
CM3_18,Growth habit,S
CM3_18,Species,aestivum
CM3_19,Growth habit,S
CM3_19,Species,aestivum
CM3_2,Growth habit,S
CM3_2,Species,aestivum
CM3_20,Growth habit,S
CM3_20,Species,aestivum
CM3_21,Growth habit,S
CM3_21,Species,aestivum
CM3_22,Growth habit,S
CM3_22,Species,aestivum
CM3_23,Growth habit,S
CM3_23,Species,aestivum
CM3_24,Growth habit,S
CM3_24,Species,aestivum
CM3_26,Growth habit,S
CM3_26,Species,aestivum
CM3_27,Growth habit,S
CM3_27,Species,aestivum
CM3_28,Growth habit,S
CM3_28,Species,aestivum
CM3_29,Growth habit,S
CM3_29,Species,aestivum
CM3_3,Growth habit,S
CM3_3,Species,aestivum
CM3_30,Growth habit,S
CM3_30,Species,aestivum
CM3_31,Growth habit,S
CM3_31,Species,aestivum
CM3_32,Growth habit,S
CM3_32,Species,aestivum
CM3_33,Growth habit,S
CM3_33,Species,aestivum
CM3_34,Growth habit,S
CM3_34,Species,aestivum
CM3_35,Growth habit,S
CM3_35,Species,aestivum
CM3_36,Growth habit,S
CM3_36,Species,aestivum
CM3_38,Growth habit,S
CM3_38,Species,aestivum
CM3_39,Growth habit,S
CM3_39,Species,aestivum
CM3_4,Growth habit,S
CM3_4,Species,aestivum
CM3_40,Growth habit,S
CM3_40,Species,aestivum
CM3_41,Growth habit,S
CM3_41,Species,aestivum
CM3_42,Growth habit,S
CM3_42,Species,aestivum
CM3_43,Growth habit,S
CM3_43,Species,aestivum
CM3_44,Growth habit,S
CM3_44,Species,aestivum
CM3_45,Growth habit,S
CM3_45,Species,aestivum
CM3_46,Growth habit,S
CM3_46,Species,aestivum
CM3_47,Growth habit,S
CM3_47,Species,aestivum
CM3_48,Growth habit,S
CM3_48,Species,aestivum
CM3_49,Growth habit,S
CM3_49,Species,aestivum
CM3_5,Growth habit,S
CM3_5,Species,aestivum
CM3_50,Growth habit,S
CM3_50,Species,aestivum
CM3_51,Growth habit,S
CM3_51,Species,aestivum
CM3_52,Growth habit,S
CM3_52,Species,aestivum
CM3_53,Growth habit,S
CM3_53,Species,aestivum
CM3_54,Growth habit,S
CM3_54,Species,aestivum
CM3_55,Growth habit,S
CM3_55,Species,aestivum
CM3_56,Growth habit,S
CM3_56,Species,aestivum
CM3_57,Growth habit,S
CM3_57,Species,aestivum
CM3_58,Growth habit,S
CM3_58,Species,aestivum
CM3_59,Growth habit,S
CM3_59,Species,aestivum
CM3_6,Growth habit,S
CM3_6,Species,aestivum
CM3_60,Growth habit,S
CM3_60,Species,aestivum
CM3_61,Growth habit,S
CM3_61,Species,aestivum
CM3_63,Growth habit,S
CM3_63,Species,aestivum
CM3_64,Growth habit,S
CM3_64,Species,aestivum
CM3_65,Growth habit,S
CM3_65,Species,aestivum
CM3_66,Growth habit,S
CM3_66,Species,aestivum
CM3_67,Growth habit,S
CM3_67,Species,aestivum
CM3_68,Growth habit,S
CM3_68,Species,aestivum
CM3_69,Growth habit,S
CM3_69,Species,aestivum
CM3_7,Growth habit,S
CM3_7,Species,aestivum
CM3_70,Growth habit,S
CM3_70,Species,aestivum
CM3_71,Growth habit,S
CM3_71,Species,aestivum
CM3_72,Growth habit,S
CM3_72,Species,aestivum
CM3_73,Growth habit,S
CM3_73,Species,aestivum
CM3_74,Growth habit,S
CM3_74,Species,aestivum
CM3_75,Growth habit,S
CM3_75,Species,aestivum
CM3_76,Growth habit,S
CM3_76,Species,aestivum
CM3_77,Growth habit,S
CM3_77,Species,aestivum
CM3_78,Growth habit,S
CM3_78,Species,aestivum
CM3_79,Growth habit,S
CM3_79,Species,aestivum
CM3_8,Growth habit,S
CM3_8,Species,aestivum
CM3_80,Growth habit,S
CM3_80,Species,aestivum
CM3_81,Growth habit,S
CM3_81,Species,aestivum
CM3_82,Growth habit,S
CM3_82,Species,aestivum
CM3_83,Growth habit,S
CM3_83,Species,aestivum
CM3_84,Growth habit,S
CM3_84,Species,aestivum
CM3_85,Growth habit,S
CM3_85,Species,aestivum
CM3_86,Growth habit,S
CM3_86,Species,aestivum
CM3_87,Growth habit,S
CM3_87,Species,aestivum
CM3_88,Growth habit,S
CM3_88,Species,aestivum
CM3_89,Growth habit,S
CM3_89,Species,aestivum
CM3_9,Growth habit,S
CM3_9,Species,aestivum
CM3_90,Growth habit,S
CM3_90,Species,aestivum
CM3_91,Growth habit,S
CM3_91,Species,aestivum
CM3_92,Growth habit,S
CM3_92,Species,aestivum
CM3_93,Growth habit,S
CM3_93,Species,aestivum
CM3_94,Growth habit,S
CM3_94,Species,aestivum
CM4_283,Growth habit,S
CM4_283,Species,aestivum
CM4_284,Growth habit,S
CM4_284,Species,aestivum
CM4_285,Growth habit,S
CM4_285,Species,aestivum
CM4_286,Growth habit,S
CM4_286,Species,aestivum
CM4_287,Growth habit,S
CM4_287,Species,aestivum
CM4_288,Growth habit,S
CM4_288,Species,aestivum
CM4_289,Growth habit,S
CM4_289,Species,aestivum
CM4_290,Growth habit,S
CM4_290,Species,aestivum
CM4_291,Growth habit,S
CM4_291,Species,aestivum
CM4_292,Growth habit,S
CM4_292,Species,aestivum
CM4_293,Growth habit,S
CM4_293,Species,aestivum
CM4_294,Growth habit,S
CM4_294,Species,aestivum
CM6943-5L-1L-OAP,Growth habit,S
CM6943-5L-1L-OAP,Awned,A
CM6943-5L-1L-OAP,Rht-B1b,P
CM6943-5L-1L-OAP,Rht-D1b,A
CM6943-5L-1L-OAP,Ppd-D1a,P
CM6943-5L-1L-OAP,Species,aestivum
CM7723-500M-500Y-OM-500M-OY,Growth habit,S
CM7723-500M-500Y-OM-500M-OY,Awned,A
CM7723-500M-500Y-OM-500M-OY,Rht-B1b,P
CM7723-500M-500Y-OM-500M-OY,Rht-D1b,P
CM7723-500M-500Y-OM-500M-OY,Ppd-D1a,A
CM7723-500M-500Y-OM-500M-OY,Species,aestivum
CM7806-15M-2Y-2M-1Y-OY,Growth habit,S
CM7806-15M-2Y-2M-1Y-OY,Awned,A
CM7806-15M-2Y-2M-1Y-OY,Rht-B1b,P
CM7806-15M-2Y-2M-1Y-OY,Rht-D1b,P
CM7806-15M-2Y-2M-1Y-OY,Ppd-D1a,A
CM7806-15M-2Y-2M-1Y-OY,Species,aestivum
CO00554,Growth habit,W
CO00554,Species,aestivum
CO00698,Growth habit,W
CO00698,Species,aestivum
CO00739,Growth habit,W
CO00739,Species,aestivum
CO00796,Growth habit,W
CO00796,Species,aestivum
CO00D007,Growth habit,W
CO00D007,Species,aestivum
CO01212,Growth habit,W
CO01212,Species,aestivum
CO01385-A1,Growth habit,W
CO01385-A1,Species,aestivum
CO01473,Growth habit,W
CO01473,Species,aestivum
CO01W171,Growth habit,W
CO01W171,Species,aestivum
CO01W172,Growth habit,W
CO01W172,Species,aestivum
CO02W237,Growth habit,W
CO02W237,Species,aestivum
CO02W280,Growth habit,W
CO02W280,Species,aestivum
CO03064,Hardness,H
CO03064,Growth habit,W
CO03064,Color,R
CO03064,Awned,A
CO03064,Chaff,bright
CO03064,Height,short
CO03064,Species,aestivum
CO03064-2,Growth habit,W
CO03064-2,Species,aestivum
CO03443,Growth habit,W
CO03443,Species,aestivum
CO03W043,Hardness,H
CO03W043,Growth habit,W
CO03W043,Color,W
CO03W043,Awned,A
CO03W043,Chaff,bright
CO03W043,Height,short
CO03W043,Species,aestivum
CO03W054,Hardness,H
CO03W054,Growth habit,W
CO03W054,Color,W
CO03W054,Awned,A
CO03W054,Chaff,bright
CO03W054,Height,short
CO03W054,Species,aestivum
CO03W139,Growth habit,W
CO03W139,Species,aestivum
CO03W269,Growth habit,W
CO03W269,Species,aestivum
CO04025,Hardness,H
CO04025,Growth habit,W
CO04025,Color,W
CO04025,Awned,A
CO04025,Chaff,bright
CO04025,Height,short
CO04025,Species,aestivum
CO040610,Growth habit,W
CO040610,Species,aestivum
CO04393,Hardness,H
CO04393,Growth habit,W
CO04393,Color,W
CO04393,Awned,A
CO04393,Chaff,bright
CO04393,Height,short
CO04393,Species,aestivum
CO04499,Hardness,H
CO04499,Growth habit,W
CO04499,Color,R
CO04499,Awned,A
CO04499,Chaff,bright
CO04499,Height,short
CO04499,Species,aestivum
CO04W210,Growth habit,W
CO04W210,Species,aestivum
CO04W320,Hardness,H
CO04W320,Growth habit,W
CO04W320,Color,W
CO04W320,Awned,A
CO04W320,Chaff,bright
CO04W320,Height,short
CO04W320,Species,aestivum
CO050173,Growth habit,W
CO050173,Species,aestivum
CO050233-2,Growth habit,W
CO050233-2,Species,aestivum
CO050270,Growth habit,W
CO050270,Species,aestivum
CO050322,Growth habit,W
CO050322,Species,aestivum
CO050337-2,Hardness,H
CO050337-2,Growth habit,W
CO050337-2,Color,R
CO050337-2,Awned,A
CO050337-2,Chaff,bright
CO050337-2,Height,short
CO050337-2,Species,aestivum
CO05W111,Growth habit,W
CO05W111,Rht-B1b,P
CO05W111,Rht-D1b,A
CO05W111,Ppd-D1a,P
CO05W111,Species,aestivum
CO05W111,Rht-8c,A
CO05W111,Fhb1,A
CO05W111,Lr34/Yr18/Pm38,A
CO05W111,Lr37/Yr17/Sr38,A
CO05W111,Sr2,A
CO05W111,Sr24/Lr24,A
CO05W111,1RS:1AL,A
CO05W111,1RS:1BL,A
CO05W111,Ax1 or null allele,P
CO05W111,Ax2* allele,A
CO05W111,Bx7 over-expressing,A
CO05W111,Glu 2+12 allele,P
CO05W111,Glu 5+10 allele,A
CO05W111,Lr19/Sr25,A
CO05W111,Lr21,A
CO05W111,Sr22,A
CO05W111,Sr26,A
CO05W111,Wsm1,A
CO05W111,Glu-B3c,A
CO05W111,Ppo-A1b,A
CO05W111,Ppo-D1a,P
CO05W111,Wx-A1b,A
CO05W111,Wx-B1b,A
CO05W111,Wx-D1b,A
CO06052,Growth habit,W
CO06052,Species,aestivum
CO07W245,Hardness,H
CO07W245,Growth habit,W
CO07W245,Color,W
CO07W245,Awned,A
CO07W245,Chaff,bright
CO07W245,Height,short
CO07W245,Rht-B1b,P
CO07W245,Rht-D1b,A
CO07W245,Ppd-D1a,A
CO07W245,Species,aestivum
CO07W245,Rht-8c,A
CO07W245,Fhb1,A
CO07W245,Lr34/Yr18/Pm38,A
CO07W245,Lr37/Yr17/Sr38,P
CO07W245,Sr2,A
CO07W245,Sr24/Lr24,A
CO07W245,1RS:1AL,A
CO07W245,1RS:1BL,A
CO07W245,Ax1 or null allele,A
CO07W245,Ax2* allele,P
CO07W245,Bx7 over-expressing,A
CO07W245,Glu 2+12 allele,A
CO07W245,Glu 5+10 allele,P
CO07W245,Lr19/Sr25,A
CO07W245,Lr21,A
CO07W245,Sr22,A
CO07W245,Sr26,A
CO07W245,Wsm1,A
CO07W245,Glu-B3c,A
CO07W245,Ppo-D1a,A
CO07W245,Wx-A1b,A
CO07W245,Wx-B1b,A
CO07W245,Wx-D1b,A
CO07W722-F5,Hardness,H
CO07W722-F5,Growth habit,W
CO07W722-F5,Color,W
CO07W722-F5,Rht-B1b,P
CO07W722-F5,Rht-D1b,A
CO07W722-F5,Ppd-D1a,H
CO07W722-F5,Species,aestivum
CO07W722-F5,Rht-8c,A
CO07W722-F5,Bdv2/3,A
CO07W722-F5,Fhb1,A
CO07W722-F5,Lr34/Yr18/Pm38,A
CO07W722-F5,Lr37/Yr17/Sr38,P
CO07W722-F5,Sbm1,P
CO07W722-F5,Sr2,A
CO07W722-F5,Sr24/Lr24,A
CO07W722-F5,1RS:1AL,A
CO07W722-F5,1RS:1BL,A
CO07W722-F5,Ax1 or null allele,A
CO07W722-F5,Ax2* allele,P
CO07W722-F5,Bx7 over-expressing,A
CO07W722-F5,Glu 2+12 allele,A
CO07W722-F5,Glu 5+10 allele,P
CO07W722-F5,Lr19/Sr25,A
CO07W722-F5,Lr21,A
CO07W722-F5,Pina-D1b,P
CO07W722-F5,Pinb-D1b,A
CO07W722-F5,ALMT1,A
CO07W722-F5,Lr42,A
CO07W722-F5,Lr68,A
CO07W722-F5,Sr22,A
CO07W722-F5,Sr26,A
CO07W722-F5,Wsm1,A
CO07W722-F5,Glu-B3c,A
CO07W722-F5,Ppo-A1b,P
CO07W722-F5,Ppo-D1a,P
CO07W722-F5,Wx-A1b,A
CO07W722-F5,Wx-B1b,A
CO07W722-F5,Wx-D1b,A
CO08263,Hardness,H
CO08263,Growth habit,W
CO08263,Color,R
CO08263,Rht-B1b,P
CO08263,Rht-D1b,A
CO08263,Ppd-D1a,A
CO08263,Species,aestivum
CO08263,Rht-8c,A
CO08263,Bdv2/3,A
CO08263,Fhb1,A
CO08263,Lr34/Yr18/Pm38,A
CO08263,Lr37/Yr17/Sr38,P
CO08263,Sbm1,P
CO08263,Sr2,A
CO08263,Sr24/Lr24,A
CO08263,1RS:1AL,A
CO08263,1RS:1BL,A
CO08263,Ax1 or null allele,H
CO08263,Ax2* allele,H
CO08263,Bx7 over-expressing,A
CO08263,Glu 2+12 allele,A
CO08263,Glu 5+10 allele,P
CO08263,Lr21,A
CO08263,Pina-D1b,A
CO08263,Pinb-D1b,P
CO08263,ALMT1,A
CO08263,Lr42,A
CO08263,Lr68,A
CO08263,Wsm1,A
CO08263,Glu-B3c,A
CO08263,Ppo-A1b,A
CO08263,Ppo-D1a,P
CO08263,Wx-A1b,A
CO08263,Wx-B1b,P
CO08263,Wx-D1b,A
CO08346,Hardness,H
CO08346,Growth habit,W
CO08346,Color,R
CO08346,Rht-B1b,P
CO08346,Rht-D1b,A
CO08346,Ppd-D1a,H
CO08346,Species,aestivum
CO08346,Rht-8c,A
CO08346,Bdv2/3,A
CO08346,Fhb1,A
CO08346,Lr34/Yr18/Pm38,A
CO08346,Lr37/Yr17/Sr38,A
CO08346,Sbm1,A
CO08346,Sr2,A
CO08346,Sr24/Lr24,A
CO08346,1RS:1AL,A
CO08346,1RS:1BL,A
CO08346,Ax1 or null allele,A
CO08346,Ax2* allele,P
CO08346,Bx7 over-expressing,A
CO08346,Glu 2+12 allele,A
CO08346,Glu 5+10 allele,P
CO08346,Lr21,A
CO08346,Pina-D1b,A
CO08346,Pinb-D1b,P
